ChEMBL ID;Name;Synonyms;Type;Max Phase;Molecular Weight;Targets;Bioactivities;AlogP;Polar Surface Area;HBA;HBD;#RO5 Violations;#Rotatable Bonds;Passes Ro3;QED Weighted;CX Acidic pKa;CX Basic pKa;CX LogP;CX LogD;Aromatic Rings;Structure Type;Inorganic Flag;Heavy Atoms;HBA (Lipinski);HBD (Lipinski);#RO5 Violations (Lipinski);Molecular Weight (Monoisotopic);Molecular Species;Molecular Formula;Smiles;Inchi Key
CHEMBL1200596;CHLOROXINE;CHLOROXINE|Capitrol|NSC-3904;Small molecule;4;214.05;79;175;3.25;33.12;2;1;0;0;N;0.73;6.95;3.40;3.04;2.46;2;MOL;0;13;2;1;0;2.129.748;NEUTRAL;C9H5Cl2NO;Oc1c(Cl)cc(Cl)c2cccnc12;WDFKMLRRRCGAKS-UHFFFAOYSA-N
CHEMBL3991035;SODIUM STIBOGLUCONATE;;Small molecule;4;745.74;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;7.438.235;None;C12H17Na3O17Sb2;;
CHEMBL3991443;FERROUS GLUCONATE;;Small molecule;4;446.14;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;4.460.359;None;C12H22FeO14;;
CHEMBL2107145;MAGNESIUM GLUCONATE;;Small molecule;4;414.60;;;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;4.140.860;None;C12H22MgO14;O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO.[Mg+2];CTUVIUYTHWPELF-IYEMJOQQSA-L
CHEMBL1615350;CLOMACRAN;CLOMACRAN|SKF-14336-D;Small molecule;4;300.83;4;9;4.87;15.27;2;1;0;4;N;0.87;None;9.79;4.58;2.23;2;MOL;0;21;2;1;0;3.001.393;BASE;C18H21ClN2;CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21;JFRLWWDJCFYFSU-UHFFFAOYSA-N
CHEMBL1201281;CHLORAMPHENICOL SUCCINIC ACID;Chloramphenicol succinate;Small molecule;4;423.20;4;4;1.32;156.07;7;3;0;10;N;0.22;3.65;None;1.14;-2.19;1;MOL;0;27;10;3;0;4.220.284;ACID;C15H16Cl2N2O8;O=C(O)CCC(=O)OC[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1;LIRCDOVJWUGTMW-ZWNOBZJWSA-N
CHEMBL3137358;SIMEPREVIR SODIUM;OLYSIO|SIMEPREVIR SODIUM;Small molecule;4;771.94;;;5.25;156.89;10;2;2;8;N;0.29;3.77;1.60;4.56;3.61;3;MOL;0;52;12;2;3;7.492.917;ACID;C38H46N5NaO7S2;COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+];LLXQGDWGCCKOQP-MVZLLIIPSA-M
CHEMBL1200707;BENZQUINAMIDE HYDROCHLORIDE;BENZQUINAMIDE HCL|BENZQUINAMIDE HYDROCHLORIDE|EMETE-CON;Small molecule;4;440.97;;;2.42;68.31;6;0;0;6;N;0.68;None;7.90;1.42;0.80;1;MOL;0;29;7;0;0;4.042.311;NEUTRAL;C22H33ClN2O5;CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O.Cl;KZLNXGBVFTWMPS-UHFFFAOYSA-N
CHEMBL3545985;BENZPHETAMINE;BENZFETAMINE;Small molecule;4;239.36;3;5;3.75;3.24;1;0;0;5;N;0.77;None;9.72;4.34;2.05;2;MOL;0;18;1;0;0;2.391.674;BASE;C17H21N;C[C@@H](Cc1ccccc1)N(C)Cc1ccccc1;YXKTVDFXDRQTKV-HNNXBMFYSA-N
CHEMBL2104489;ANAGESTONE ACETATE;ANAGESTONE|ANAGESTONE ACETATE|Anatropin|NSC-73880|ORF-1658;Small molecule;4;372.55;;;5.48;43.37;3;0;1;2;N;0.48;None;None;4.95;4.95;0;MOL;0;27;3;0;1;3.722.664;NEUTRAL;C24H36O3;CC(=O)O[C@]1(C(C)=O)CCC2[C@@H]3C[C@H](C)C4=CCCC[C@]4(C)[C@H]3CC[C@@]21C;KDLNOQQQEBKBQM-HDFGVWRLSA-N
CHEMBL2106915;METHOPHOLINE;ARC I-K-1|ARC-I-K-1|METHOPHOLINE|METOFOLINE|METOPHOLINE|NIH 7672|NIH-7672|NSC-169889|RO 4-1778/1|VERSIDYNE;Small molecule;4;345.87;1;2;4.52;21.70;3;0;0;5;N;0.79;None;8.32;4.76;3.79;2;MOL;0;24;3;0;0;3.451.496;NEUTRAL;C20H24ClNO2;COc1cc2c(cc1OC)C(CCc1ccc(Cl)cc1)N(C)CC2;YBCPYHQFUMNOJG-UHFFFAOYSA-N
CHEMBL2360079;ACETOPHENAZINE MALEATE;ACEPHENAZINE DIMALEATE|ACETOPHENAZINE DIMALEATE|ACETOPHENAZINE MALEATE|NSC-169180|NSC-70600|SCH 6673|SCH-6673|Tindal;Small molecule;4;643.72;4;9;3.49;47.02;6;1;0;7;N;0.70;None;7.67;2.65;2.19;2;MOL;0;29;5;1;0;4.111.980;NEUTRAL;C31H37N3O10S;CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O;NUKVZKPNSKJGBK-SPIKMXEPSA-N
CHEMBL1200747;AMMONIUM LACTATE;AMMONIUM LACTATE|BMS-186091|E328|LAC HYDRIN|LAC-HYDRIN|NSC-760427;Small molecule;4;107.11;;;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;1.070.582;None;C3H9NO3;CC(O)C(=O)O.N;RZOBLYBZQXQGFY-UHFFFAOYSA-N
CHEMBL190677;BENZOIN;BENZOIN|BENZOIN RESIN|BENZOIN RESIN, UNSPECIFIED|BENZOIN TINCTURE|BENZOIN USP|Benzoin|FEMA NO. 2132|GUM BENZOIN|GUM BENZOIN TINCTURE|NSC-8082;Small molecule;4;212.25;19;41;2.60;37.30;2;1;0;3;Y;0.79;12.62;None;2.65;2.65;2;MOL;0;16;2;1;0;2.120.837;NEUTRAL;C14H12O2;O=C(c1ccccc1)C(O)c1ccccc1;ISAOCJYIOMOJEB-UHFFFAOYSA-N
CHEMBL1201289;CLINDAMYCIN PALMITATE;CLINDAMYCIN PALMITATE;Small molecule;4;663.41;1;1;6.42;108.33;8;3;2;22;N;0.07;12.59;7.55;7.96;7.58;0;MOL;0;44;8;3;2;6.624.095;NEUTRAL;C34H63ClN2O6S;CCCCCCCCCCCCCCCC(=O)O[C@@H]1[C@@H](O)[C@@H](O)[C@@H]([C@H](NC(=O)[C@@H]2C[C@@H](CCC)CN2C)[C@H](C)Cl)O[C@@H]1SC;OYSKUZDIHNKWLV-PRUAPSLNSA-N
CHEMBL1200819;ARTICAINE HYDROCHLORIDE;40 045|ARTICAINE HCL|ARTICAINE HYDROCHLORIDE|CARTICAINE HYDROCHLORIDE|HOE 045|HOE-045|HOE-40045|Septanest|Septocaine|UBISTESINE|ULTRACAIN|Ultracaine;Small molecule;4;320.84;5;7;2.17;67.43;5;2;0;6;N;0.79;11.61;8.68;3.25;1.94;1;MOL;0;19;5;2;0;2.841.195;BASE;C13H21ClN2O3S;CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC.Cl;GDWDBGSWGNEMGJ-UHFFFAOYSA-N
CHEMBL1316;CARPROFEN;CARPROFEN|CARPROFEN FOR VETERINARY USE|NSC-297935|RO 20-5720/000|Rimadyl|Ro-20-5720-000;Small molecule;4;273.72;32;87;4.16;53.09;1;2;0;2;N;0.74;4.42;None;3.88;1.00;3;MOL;0;19;3;2;0;2.730.557;ACID;C15H12ClNO2;CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12;PUXBGTOOZJQSKH-UHFFFAOYSA-N
CHEMBL1564;DIPHENYLPYRALINE HYDROCHLORIDE;DIPHENYLPYRALINE HCL|DIPHENYLPYRALINE HYDROCHLORIDE|DIPHENYLPYRALINE TEOCLATE|Diphenylpyraline Hydrochloride|HISTRYL|HISTRYL PAED|Hispril|LERGOBAN|NSC-61825;Small molecule;4;317.86;13;32;3.89;12.47;2;0;0;4;N;0.84;None;8.87;3.66;2.18;2;MOL;0;21;2;0;0;2.811.780;BASE;C19H24ClNO;CN1CCC(OC(c2ccccc2)c2ccccc2)CC1.Cl;LPRLDRXGWKXRMQ-UHFFFAOYSA-N
CHEMBL13280;FLUNITRAZEPAM;FLUNITRAZEPAM|N05CD03|RO 5-4200|RO-5-4200|RO-54200|Rohypnol;Small molecule;4;313.29;25;89;2.55;75.81;4;0;0;2;N;0.63;None;1.72;2.55;2.55;2;MOL;0;23;6;0;0;3.130.863;NEUTRAL;C16H12FN3O3;CN1C(=O)CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc21;PPTYJKAXVCCBDU-UHFFFAOYSA-N
CHEMBL1187417;BENZALKONIUM;BENZALKONIUM|BENZALKONIUM CATION|BENZALKONIUM ION;Small molecule;4;318.57;3;5;6.57;0.00;0;0;1;14;N;0.27;None;None;3.08;3.08;1;MOL;0;23;1;0;1;3.183.155;NEUTRAL;C22H40N+;CCCCCCCCCCCCC[N+](C)(C)Cc1ccccc1;VVZBFOKBSDGVGZ-UHFFFAOYSA-N
CHEMBL1697717;CARBENOXOLONE SODIUM;BIOGASTRONE|BIOPLEX|BIORAL|CARBENOXOLONE DISODIUM SALT|CARBENOXOLONE SODIUM|Carbenoxolone Disodium|DISODIUM SUCCINOYL GLYCYRRHETINATE|DUOGASTRONE|NEOGEL|NSC-758146|SANODIN|SODIUM CARBENOXOLONE|ULCUS-TABLINEN;Small molecule;4;614.73;6;20;6.83;117.97;5;2;2;5;N;0.35;4.04;None;6.30;0.45;0;MOL;0;41;7;2;2;5.703.557;ACID;C34H48Na2O7;CC1(C)[C@@H](OC(=O)CCC(=O)[O-])CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)[O-])CC[C@]3(C)CC[C@]21C.[Na+].[Na+];BQENDLAVTKRQMS-SBBGFIFASA-L
CHEMBL1641;HYDROCORTISONE PHOSPHORIC ACID;Hydrocortisone phosphate;Small molecule;4;442.45;4;4;1.90;141.36;6;4;0;4;N;0.48;1.18;None;1.15;-2.42;0;MOL;0;30;8;4;0;4.421.757;ACID;C21H31O8P;C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O;BGSOJVFOEQLVMH-VWUMJDOOSA-N
CHEMBL2107297;PHENAZOCINE HYDROBROMIDE;NARPHEN|NIH-7519|PHENAZOCINE HBR|PHENAZOCINE HYDROBROMIDE|PHENETHYLAZOCINE BROMIDE|Prinadol;Small molecule;4;402.38;1;2;4.16;23.47;2;1;0;3;N;0.92;9.96;10.86;4.08;1.97;2;MOL;0;24;2;1;0;3.212.093;BASE;C22H28BrNO;Br.CC1C2Cc3ccc(O)cc3C1(C)CCN2CCc1ccccc1;MNMGNPZLUMHSKK-UHFFFAOYSA-N
CHEMBL3989850;ECAMSULE;ECAMSULE|ECAMSULE SOLUTION|MEXORYL|MEXORYL SX|Mexoryl SX|NSC-760054;Small molecule;4;562.71;;;4.24;142.88;6;2;1;6;N;0.39;-1.05;None;4.10;-0.65;1;MOL;0;38;8;2;1;5.621.695;ACID;C28H34O8S2;CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2=Cc1ccc(C=C2C(=O)C3(CS(=O)(=O)O)CCC2C3(C)C)cc1;HEAHZSUCFKFERC-UHFFFAOYSA-N
CHEMBL2105527;TETRAZEPAM;CB 4261|CB-4261|MYOLASTAN|TETRAZEPAM;Small molecule;4;288.78;;;3.61;32.67;2;0;0;1;N;0.78;None;3.24;3.14;3.14;1;MOL;0;20;3;0;0;2.881.029;NEUTRAL;C16H17ClN2O;CN1C(=O)CN=C(C2=CCCCC2)c2cc(Cl)ccc21;IQWYAQCHYZHJOS-UHFFFAOYSA-N
CHEMBL3301678;MONOCTANOIN;CAPMUL 8210|MONOCTANOIN|MONOOCTANOIN|Moctanin;Small molecule;4;901.23;1;1;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;8.085.912;None;C46H92O16;CCCCCCCC(=O)OCC(CO)OC(=O)CCCCCCC.CCCCCCCC(=O)OCC(O)CO.CCCCCCCCCC(=O)OCC(O)CO.OCC(O)CO;YTORMSBGFMQNEO-UHFFFAOYSA-N
CHEMBL3707281;MAGNESIUM LACTATE;ANHYDROUS MAGNESIUM LACTATE, DL-|DL-LACTIC ACID MAGNESIUM SALT|E-329|INS NO.329|INS-329|MAG-TAB SR|MAGNESIUM DL-LACTATE|MAGNESIUM LACTATE|MAGNESIUM LACTATE ANHYDROUS|MAGNESIUM LACTATE, ANHYDROUS|MAGNESIUM LACTATE, DL-|MAGNESIUM, BIS(LACTATO)-|PROMAGSAN;Small molecule;4;202.44;;;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;2.020.328;None;C6H10MgO6;CC(O)C(=O)[O-].CC(O)C(=O)[O-].[Mg+2];OVGXLJDWSLQDRT-UHFFFAOYSA-L
CHEMBL2105774;PREDNISOLONE STEAGLATE;PREDNISOLONE STEAGLATE|SINTISONE;Small molecule;4;684.95;;;7.91;127.20;8;2;2;21;N;0.09;12.61;None;8.71;8.71;0;MOL;0;49;8;2;2;6.844.601;NEUTRAL;C41H64O8;CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C;RBJROVWIRLFZFC-PNLFXGMVSA-N
CHEMBL2106640;FERROUS CITRATE FE 59;59FE|FERROUS CITRATE FE 59|FERROUS CITRATE FE-59|FERROUS CITRATE FE59|FERROUS CITRATE, FE-59|FERROUS CITRATE,FE-59|Ferrutope|IRON(II) CITRATE FE 59;Small molecule;4;555.00;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;5.458.119;None;C12H10Fe3O14;;
CHEMBL2110914;FERROUS CITRATE;;Small molecule;4;545.73;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;5.458.119;None;C12H10Fe3O14;;
CHEMBL1200385;ARBUTAMINE HYDROCHLORIDE;ARBUTAMINE HCL|ARBUTAMINE HYDROCHLORIDE|GP-2-121-3|Genesa;Small molecule;4;353.85;;;2.45;92.95;5;5;0;8;N;0.38;8.97;9.76;2.00;0.77;2;MOL;0;23;5;5;0;3.171.627;BASE;C18H24ClNO4;Cl.Oc1ccc(CCCCNC[C@H](O)c2ccc(O)c(O)c2)cc1;ATBUNPBAFFCFKY-FERBBOLQSA-N
CHEMBL3833335;CHLORAL BETAINE;5107|CHLORAL BETAINE|CLORAL BETAINE;Small molecule;4;282.55;;;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;2.809.988;None;C7H14Cl3NO4;C[N+](C)(C)CC(=O)[O-].OC(O)C(Cl)(Cl)Cl;ONAOIDNSINNZOA-UHFFFAOYSA-N
CHEMBL1616951;CANRENOATE;CANRENOIC ACID;Small molecule;4;358.48;;;3.89;74.60;3;2;0;3;N;0.80;4.48;None;2.93;0.11;0;MOL;0;26;4;2;0;3.582.144;ACID;C22H30O4;C[C@]12CC[C@H]3[C@@H](C=CC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)CCC(=O)O;PBKZPPIHUVSDNM-WNHSNXHDSA-N
CHEMBL1200672;CEFPIRAMIDE SODIUM;CEFPIRAMIDE SODIUM|CEFPIRAMIDE SODIUM SALT|SUNCEFAL|Sepatren|WY-44,635 SODIUM|WY-44635;Small molecule;4;634.63;2;4;0.33;212.76;13;5;2;9;N;0.16;3.19;3.85;0.15;-2.91;3;MOL;0;42;15;5;2;6.121.209;ACID;C25H23N8NaO7S2;Cc1cc(O)c(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C(C(=O)[O-])=C(CSc4nnnn4C)CS[C@H]23)c2ccc(O)cc2)cn1.[Na+];RIWWMGQFMUUYIY-ALLHVENQSA-M
CHEMBL1200743;IOXAGLATE SODIUM;IOXAGLATE SODIUM|SODIUM IOXAGLATE;Small molecule;4;1290.87;;;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;0;None;None;None;None;12.685.659;None;C24H20I6N5NaO8;CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+];MBVDCEVFLAONHO-UHFFFAOYSA-M
CHEMBL1201051;CIMETIDINE HYDROCHLORIDE;CIMETIDINE HCL|CIMETIDINE HYDROCHLORIDE|Tagamet;Small molecule;4;288.81;;;0.60;88.89;4;3;0;5;N;0.23;13.38;6.91;-0.11;-0.22;1;MOL;0;17;6;3;0;2.521.157;NEUTRAL;C10H17ClN6S;CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl;QJHCNBWLPSXHBL-UHFFFAOYSA-N
CHEMBL1200874;TOLBUTAMIDE SODIUM, STERILE;Orinase Diagnostic|SODIUM TOLBUTAMIDE|TOLBUTAMIDE SODIUM|TOLBUTAMIDE SODIUM SALT|TOLBUTAMIDE SODIUM, STERILE|Tolbutamide sodium;Small molecule;4;292.34;;;1.78;75.27;3;2;0;5;N;0.80;4.33;None;2.30;1.36;1;MOL;0;18;5;2;0;2.701.038;ACID;C12H17N2NaO3S;CCCCNC(=O)[N-]S(=O)(=O)c1ccc(C)cc1.[Na+];QKHDBRQBSNZFAK-UHFFFAOYSA-M
CHEMBL1201120;REMIFENTANIL HYDROCHLORIDE;GI 87084B|GI-87084B|REMIFENTANIL HCL|REMIFENTANIL HYDROCHLORIDE|Ultiva;Small molecule;4;412.91;;;2.00;76.15;6;0;0;7;N;0.68;None;7.51;1.52;1.16;1;MOL;0;27;7;0;0;3.761.998;NEUTRAL;C20H29ClN2O5;CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1.Cl;WFBMIPUMYUHANP-UHFFFAOYSA-N
CHEMBL3989728;MENADIOL SODIUM DIPHOSPHATE;CAIDRINE|KATIV|Kapilon|Kappadione|Kappaxan|MENADIOL|MENADIOL SODIUM DIPHOSPHATE|MENADIOL SODIUM PHOSPHATE|PROCOAGULO|SYNKA-VIT|SYNKAVITE|Synkayvite|THYLOKAY|Vitamin K 4;Small molecule;4;530.18;;;2.09;133.52;4;4;0;4;N;0.62;1.47;None;1.56;-4.68;2;MOL;0;21;8;4;0;3.340.007;ACID;C11H20Na4O14P2;Cc1cc(OP(=O)([O-])[O-])c2ccccc2c1OP(=O)([O-])[O-].O.O.O.O.O.O.[Na+].[Na+].[Na+].[Na+];QIWDGSYHBCMXSI-UHFFFAOYSA-J
CHEMBL1201095;CHLORMERODRIN HG 197;197HG|CHLORMERODRIN (197 HG)|CHLORMERODRIN (197HG)|CHLORMERODRIN HG 197|CHLORMERODRIN HG-197|CHLORMERODRIN, HG-197|Neohydrin-197;Small molecule;4;363.58;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;3.680.215;None;C5H11ClHgN2O2;;
CHEMBL2218877;ERYTHROMYCIN ESTOLATE;ERYTHROMYCIN (AS ESTOLATE)|ERYTHROMYCIN ESTOLATE|ERYTHROMYCIN LAURYL SULFATE, PROPIONYL|ERYTHROMYCIN PROPIONATE LAURYL SULFATE|Ilosone|NSC-263364|PROPIONYL ERYTHROMYCIN LAURYL SULFATE;Small molecule;4;1056.40;10;23;2.75;199.98;15;4;2;9;N;0.25;12.68;7.87;3.74;3.14;0;MOL;0;55;15;4;2;7.894.875;NEUTRAL;C52H97NO18S;CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C.CCCCCCCCCCCCOS(=O)(=O)O;AWMFUEJKWXESNL-JZBHMOKNSA-N
CHEMBL3990276;TALC;;Small molecule;4;361.25;2;4;None;None;None;None;None;None;None;None;None;None;None;None;None;MOL;1;None;None;None;None;3.598.069;None;Mg3O11Si4;O=[Mg].O=[Mg].O=[Mg].O=[Si]=O.O=[Si]=O.O=[Si]=O.O=[Si]=O;XBPUDTAATCFDRE-UHFFFAOYSA-N
CHEMBL1334033;PERHEXILINE MALEATE;NSC-758409|PERHEXILINE MALEATE|PERHEXILINUM|PEXSIG|Pexid;Small molecule;4;393.57;41;136;5.30;12.03;1;1;1;4;N;0.74;None;10.58;5.53;2.62;0;MOL;0;20;1;1;1;2.772.770;BASE;C23H39NO4;C1CCC(C(CC2CCCCN2)C2CCCCC2)CC1.O=C(O)/C=C\C(=O)O;JDZOTSLZMQDFLG-BTJKTKAUSA-N
CHEMBL2110551;TECHNETIUM PENTETATE;;Small molecule;4;509.30;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;5.079.954;None;C14H18N3NaO10Tc;;
CHEMBL2111018;TECHNETIUM EXAMETAZIME;;Small molecule;4;383.37;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;3.820.990;None;C13H25N4O3Tc;;
CHEMBL1200368;BENTIROMIDE;BENTIROMIDE|BTPABA PFT|BTPABA, PFT|BTPABA-PFT|BTPABAPFT|Chymex|E-2663;Small molecule;4;404.42;3;6;3.07;115.73;4;4;0;7;N;0.48;4.16;None;3.54;0.47;3;MOL;0;30;7;4;0;4.041.372;ACID;C23H20N2O5;O=C(O)c1ccc(NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)c2ccccc2)cc1;SPPTWHFVYKCNNK-FQEVSTJZSA-N
CHEMBL1201786;LAPYRIUM;LAPYRIUM CATION|LAPYRIUM ION|Lapyrium;Small molecule;4;363.52;;;3.55;59.28;3;1;0;15;N;0.29;12.73;None;0.16;0.16;1;MOL;0;26;5;1;0;3.632.642;NEUTRAL;C21H35N2O3+;CCCCCCCCCCCC(=O)OCCNC(=O)C[n+]1ccccc1;UGJWZYARKOFRDB-UHFFFAOYSA-O
CHEMBL2110570;TECHNETIUM GLUCEPTATE;;Small molecule;4;324.18;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;3.229.752;None;C7H14O8Tc;;
CHEMBL2107004;QUINESTRADOL;COLPOVIS|PENTOVIS|QUINESTRADIOL|QUINESTRADOL;Small molecule;4;356.51;;;4.20;49.69;3;2;0;2;N;0.84;13.62;None;4.17;4.17;1;MOL;0;26;3;2;0;3.562.351;NEUTRAL;C23H32O3;C[C@]12CC[C@@H]3c4ccc(OC5CCCC5)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O;ODYKCPYPRCJXLY-PZORDLPLSA-N
CHEMBL1200321;SULFISOXAZOLE DIOLAMINE;Gantrisin|NU-445|SULFAFURAZOLE DIETHANOLAMINE|SULFAFURAZOLE DIOLAMINE|SULFISOXAZOLE DIOLAMINE|SULPHAFURAZOLE DIOLAMINE;Small molecule;4;372.45;;;1.67;98.22;5;2;0;3;N;0.82;5.80;2.17;0.73;-0.14;2;MOL;0;18;6;3;0;2.670.678;ACID;C15H24N4O5S;Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C.OCCNCCO;FEPTXVIRMZIGFY-UHFFFAOYSA-N
CHEMBL3989646;PIRBUTEROL HYDROCHLORIDE;BRONCOCOR|CP-24,314-1|CP-24314-1|EXIREL|NSC-355078|PIRBUTEROL DIHYDROCHLORIDE|PIRBUTEROL HYDROCHLORIDE|PYRBUTEROL HYDROCHLORIDE;Small molecule;4;313.23;;;0.70;85.61;5;4;0;4;N;0.62;8.79;9.59;-0.66;-1.78;1;MOL;0;17;5;4;0;2.401.474;BASE;C12H22Cl2N2O3;CC(C)(C)NCC(O)c1ccc(O)c(CO)n1.Cl.Cl;XIDFCZTVVCWBGN-UHFFFAOYSA-N
CHEMBL1201274;LEVOBETAXOLOL;BETAXOLOL, (S)-|LEVOBETAXOLOL;Small molecule;4;307.43;4;8;2.39;50.72;4;2;0;11;N;0.62;None;9.67;2.54;0.31;1;MOL;0;22;4;2;0;3.072.147;BASE;C18H29NO3;CC(C)NC[C@H](O)COc1ccc(CCOCC2CC2)cc1;NWIUTZDMDHAVTP-KRWDZBQOSA-N
CHEMBL2105740;SITAXENTAN SODIUM;SITAXENTAN SODIUM|SITAXSENTAN SODIUM|SITAXSENTAN SODIUM SALT|TBC-11251 SODIUM|TBC-11251NA|TBC-11251Z|THELIN;Small molecule;4;476.90;2;4;3.96;107.73;8;1;0;6;N;0.56;6.89;0.75;3.09;2.60;3;MOL;0;29;8;1;0;4.540.060;NEUTRAL;C18H14ClN2NaO6S2;Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)[N-]c1onc(C)c1Cl)OCO2.[Na+];MDTNUYUCUYPIHE-UHFFFAOYSA-N
CHEMBL2096629;PRUSSIAN BLUE INSOLUBLE;Antidotum-Thallii-Heyl|FERRIC FERROCYANIDE|FERRIC HEXACYANOFERRATE|FERRIC HEXACYANOFERRATE(II)|FERRUM CYANATUM|Ferric Hexacyanoferrate(Ii)|Ferric hexacyanoferrate(ii)|INSOLUBLE PRUSSIAN BLUE|IRON(III) FERROCYANIDE|NSC-8665|PRUSSIAN BLUE|PRUSSIAN BLUE INSOLUBLE|Prussian Blue|RADIOGARDASE|RADIOGARDASE (PRUSSIAN BLUE)|Radiogardase-Cs;Small molecule;4;859.24;;;None;None;None;None;None;None;None;None;None;None;None;None;None;NONE;0;None;None;None;None;8.595.999;None;C18Fe7N18;;
CHEMBL1200607;PERFLEXANE;AF-0150|AF0150|PERFLEXANE|PERFLUOROHEXANE;Small molecule;4;338.04;;;4.65;0.00;0;0;0;3;N;0.66;None;None;4.88;4.88;0;MOL;0;20;0;0;0;3.379.776;None;C6F14;FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F;ZJIJAJXFLBMLCK-UHFFFAOYSA-N
CHEMBL1200773;TOCAINIDE HYDROCHLORIDE;TOCAINIDE HCL|TOCAINIDE HYDROCHLORIDE|TOCAINIDE MONOHYDROCHLORIDE|Tonocard|XYLOTOCAN;Small molecule;4;228.72;6;23;1.59;55.12;2;2;0;2;Y;0.75;13.65;8.23;1.88;1.00;1;MOL;0;14;3;3;0;1.921.263;NEUTRAL;C11H17ClN2O;Cc1cccc(C)c1NC(=O)C(C)N.Cl;AMZACPWEJDQXGW-UHFFFAOYSA-N
CHEMBL1201131;PIPERONYL BUTOXIDE;NSC-8401|PIPERONYL BUTOXIDE|PIPERONYL BUTOXIDE TECHNICAL;Small molecule;4;338.44;15;54;3.72;46.15;5;0;0;13;N;0.51;None;None;4.10;4.10;1;MOL;0;24;5;0;0;3.382.093;NEUTRAL;C19H30O5;CCCCOCCOCCOCc1cc2c(cc1CCC)OCO2;FIPWRIJSWJWJAI-UHFFFAOYSA-N
